date,industry,close,amount,momentum_20,rsi
2024-02-08,珠宝首饰,11.06,2733112861.1600003,0.02756271291421486,34.400000000000006
2024-02-19,珠宝首饰,11.49,2713219609.02,0.049315068493150704,37.769994162288405
2024-02-20,珠宝首饰,11.71,2397300382.78,0.035061873895109175,34.84107579462102
2024-02-21,珠宝首饰,12.11,3061892467.66,0.041571100917431325,39.815349105597214
2024-02-22,珠宝首饰,12.046666666666667,3949963048.1600003,0.02032749858836813,29.01069518716575
2024-02-23,珠宝首饰,12.12,2903614710.7,0.025669957686882627,33.52941176470583
2024-02-26,贸易行业,7.8133333333333335,809854436.02,0.006440532417346656,29.368421052631575
2024-02-27,贸易行业,7.936666666666667,749375133.1199999,0.08721461187214619,38.536585365853675
2024-02-28,贸易行业,7.753333333333334,1290440154.12,0.059681093394077456,35.599078341013836
